layout,S,H,D,head_start,heads_processed,trial,iterations,ns_per_call,max_abs_error,seed,cache_mode
HSD,32768,8,64,4,1,1,32,643490.875,2.96499966623e-06,0,repeated_buffer
SHD,32768,8,64,4,1,2,32,678437.5,2.96499966623e-06,0,repeated_buffer
HSD,32768,8,64,4,1,2,32,639381.5,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,2,4,5726031.25,2.58119358421e-06,0,repeated_buffer
DSH,32768,8,64,4,1,3,4,5768708.25,2.58119358421e-06,0,repeated_buffer
HSD,32768,8,64,4,1,3,32,646623.71875,2.96499966623e-06,0,repeated_buffer
SHD,32768,8,64,4,1,3,32,676867.1875,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,4,4,5792791.75,2.58119358421e-06,0,repeated_buffer
SHD,32768,8,64,4,1,4,32,677591.15625,2.96499966623e-06,0,repeated_buffer
HSD,32768,8,64,4,1,4,32,640098.96875,2.96499966623e-06,0,repeated_buffer
HSD,32768,8,64,4,1,5,32,637917.96875,2.96499966623e-06,0,repeated_buffer
SHD,32768,8,64,4,1,5,32,675839.84375,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,5,4,5702000,2.58119358421e-06,0,repeated_buffer
HSD,32768,8,64,4,1,6,32,638214.84375,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,6,4,5705156.25,2.58119358421e-06,0,repeated_buffer
SHD,32768,8,64,4,1,6,32,679313.8125,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,7,4,5767968.75,2.58119358421e-06,0,repeated_buffer
SHD,32768,8,64,4,1,7,32,677085.9375,2.96499966623e-06,0,repeated_buffer
HSD,32768,8,64,4,1,7,32,638453.125,2.96499966623e-06,0,repeated_buffer
SHD,32768,8,64,4,1,8,32,676527.34375,2.96499966623e-06,0,repeated_buffer
HSD,32768,8,64,4,1,8,32,636311.21875,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,8,4,6200968.75,2.58119358421e-06,0,repeated_buffer
SHD,32768,8,64,4,1,9,32,1644772.125,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,9,4,5686354.25,2.58119358421e-06,0,repeated_buffer
HSD,32768,8,64,4,1,9,32,661610.6875,2.96499966623e-06,0,repeated_buffer
HSD,32768,8,128,4,1,0,16,1785492.1875,5.98660328421e-06,0,repeated_buffer
SHD,32768,8,128,4,1,0,16,2521273.4375,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,0,2,16157729,5.5663023204e-06,0,repeated_buffer
HSD,32768,8,128,4,1,1,16,1797208.375,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,1,2,15920500,5.5663023204e-06,0,repeated_buffer
SHD,32768,8,128,4,1,1,16,2450552.0625,5.98660328421e-06,0,repeated_buffer
SHD,32768,8,128,4,1,2,16,2390914.0625,5.98660328421e-06,0,repeated_buffer
HSD,32768,8,128,4,1,2,16,1788635.4375,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,2,2,16104583.5,5.5663023204e-06,0,repeated_buffer
HSD,32768,8,128,4,1,3,16,1789411.4375,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,3,2,15946375,5.5663023204e-06,0,repeated_buffer
SHD,32768,8,128,4,1,3,16,2463101.5625,5.98660328421e-06,0,repeated_buffer
HSD,32768,8,128,4,1,4,16,1796018.1875,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,4,2,16031187.5,5.5663023204e-06,0,repeated_buffer
SHD,32768,8,128,4,1,4,16,2277770.8125,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,5,2,15893167,5.5663023204e-06,0,repeated_buffer
SHD,32768,8,128,4,1,5,16,2429289.0625,5.98660328421e-06,0,repeated_buffer
HSD,32768,8,128,4,1,5,16,1782611.9375,5.98660328421e-06,0,repeated_buffer
HSD,32768,8,128,4,1,6,16,1784270.8125,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,6,2,15909645.5,5.5663023204e-06,0,repeated_buffer
SHD,32768,8,128,4,1,6,16,2418361.9375,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,7,2,15695333.5,5.5663023204e-06,0,repeated_buffer
HSD,32768,8,128,4,1,7,16,1785854.125,5.98660328421e-06,0,repeated_buffer
SHD,32768,8,128,4,1,7,16,2514406.25,5.98660328421e-06,0,repeated_buffer
HSD,32768,8,128,4,1,8,16,1790223.9375,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,8,2,15939125,5.5663023204e-06,0,repeated_buffer
SHD,32768,8,128,4,1,8,16,2406125,5.98660328421e-06,0,repeated_buffer
DSH,32768,8,128,4,1,9,2,16452416.5,5.5663023204e-06,0,repeated_buffer
HSD,32768,8,128,4,1,9,16,1784552.125,5.98660328421e-06,0,repeated_buffer
SHD,32768,8,128,4,1,9,16,2428526.0625,5.98660328421e-06,0,repeated_buffer
DSH,32768,32,64,16,1,0,4,8144270.75,2.54614315054e-06,0,repeated_buffer
SHD,32768,32,64,16,1,0,32,684955.71875,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,0,32,641996.09375,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,1,32,694066.40625,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,1,4,8232833.25,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,1,32,636652.34375,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,2,4,8237375,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,2,32,643628.90625,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,2,32,697385.40625,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,3,32,698671.875,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,3,32,643541.65625,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,3,4,10850093.75,2.54614315054e-06,0,repeated_buffer
DSH,32768,32,64,16,1,4,4,10549093.75,2.54614315054e-06,0,repeated_buffer
SHD,32768,32,64,16,1,4,32,759457.03125,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,4,32,709473.96875,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,5,32,761694.03125,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,5,32,666260.40625,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,5,4,7999656.25,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,6,32,639362,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,6,32,693463.53125,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,6,4,8782552,2.54614315054e-06,0,repeated_buffer
SHD,32768,32,64,16,1,7,32,720440.125,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,7,4,9932218.75,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,7,32,669641.9375,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,8,32,705121.09375,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,8,32,635069,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,8,4,7940635.25,2.54614315054e-06,0,repeated_buffer
DSH,32768,32,64,16,1,9,4,7952479,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,9,32,643954.4375,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,9,32,680217.4375,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,128,16,1,0,8,4957458.25,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,0,16,1815190.125,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,0,2,20429146,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,1,2,19722583,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,1,16,1809411.4375,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,1,8,4646177.125,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,2,16,1773802.0625,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,2,8,4599687.5,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,2,2,17480104,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,3,16,1805028.6875,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,3,2,17642500,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,3,8,4620505.25,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,4,8,4873895.875,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,4,2,17465708.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,4,16,1807408.8125,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,5,2,17458687.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,5,16,1810093.75,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,5,8,4597697.875,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,6,8,5018270.75,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,6,16,1781419.25,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,6,2,17432375,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,7,2,17461541.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,7,16,1795023.4375,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,7,8,4728979.125,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,8,16,1801645.8125,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,8,8,4966479.125,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,8,2,19090417,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,9,2,19886854.5,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,9,8,5000557.25,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,9,16,1807885.4375,6.30243245325e-06,0,repeated_buffer
